id,wall_type,roof_type,floor_type,flood_depth_m,point_id,latitude,longitude,average_room_length_ft,average_room_width_ft,reference_id,village_name,village_code,asset_type,building_length_ft,building_width_ft,building_area_sqft,mapped_house_type,unit_rate_inr,replacement_cost_inr,house_type_id,eq_hazard,wind_hazard,flood_hazard,flood_hazard_mdr,eq_hazard_mdr,wind_hazard_mdr,flood_loss,eq_loss,wind_loss
1247,Tin,Tin,Mud,0.914,1745314160023,26.265099506426345,90.96892151981592,16,10,1247,Ag Mandia,280_6,commercial,16,10,160,R5A Tin House,650.0,104000.0,7,0.3425,45.9661,0.914,0.09401636199999999,0.5260099475000001,0.0029186439999999998,9777.701647999998,54705.03454000001,303.538976
1248,Tin,Tin,Mud,0.914,1915,26.2649649,90.9691809,14,10,1248,Ag Mandia,280_6,commercial,14,10,140,R5A Tin House,650.0,91000.0,7,0.3425,45.9663,0.914,0.09401636199999999,0.5260099475000001,0.002918652,8555.488942,47866.905222500005,265.597332
1249,Tin,Tin,Mud,0.914,1916,26.2649649,90.9691809,17,10,1249,Ag Mandia,280_6,commercial,17,10,170,R5A Tin House,650.0,110500.0,7,0.3425,45.9663,0.914,0.09401636199999999,0.5260099475000001,0.002918652,10388.808001,58124.09919875001,322.51104599999996
1250,Tin,Tin,Mud,0.914,1919,26.2650616,90.9690818,25,13,1250,Ag Mandia,280_6,commercial,25,13,325,R5A Tin House,650.0,211250.0,7,0.3425,45.9667,0.914,0.09401636199999999,0.5260099475000001,0.002918668,19860.9564725,111119.60140937501,616.568615
1246,Tin,Tin,Mud,0.914,1918,26.2651472,90.9690341,15,22,1246,Ag Mandia,280_6,commercial,15,22,330,R5A Tin House,650.0,214500.0,7,0.3425,45.9674,0.914,0.09401636199999999,0.5260099475000001,0.0029186959999999997,20166.509649,112829.13373875001,626.0602919999999
1254,Brick With Cement,Tin,Cement,0.61,1686,26.2723438,90.9920891,8,12,1254,Ag Mandia,280_6,commercial,8,12,96,R6A Semi Pucca (Cement Floor),1041.0,99936.0,11,0.342,45.8382,0.61,0.02374034,0.49188927800000004,0.00010925730000000001,2372.51461824,49157.446886208,10.918737532800002
1252,Brick With Cement,Tin,Stone,0.61,1091,26.2662563,90.9771019,10,11,1252,Ag Mandia,280_6,commercial,10,11,110,R6A Semi Pucca (Cement Floor),1041.0,114510.0,11,0.3423,45.91,0.61,0.02374034,0.49234645069999994,0.000109365,2718.5063333999997,56378.592069656996,12.523386149999999
1253,Brick With Cement,Tin,Cement,0.61,892,26.2691165,90.9755867,12,8,1253,Ag Mandia,280_6,commercial,12,8,96,R6A Semi Pucca (Cement Floor),1041.0,99936.0,11,0.3422,45.929,0.61,0.02374034,0.4921940598,0.00010939350000000001,2372.51461824,49187.905560172796,10.932348816000001
1261,Tin,Tin,Cement,1.219,410,26.2663911,90.9824033,14,10,1261,Ag Mandia,280_6,commercial,14,10,140,R5B Tin House,650.0,91000.0,8,0.3423,45.8227,1.219,0.14827376800000003,0.5262595491,0.0029129079999999996,13492.912888000003,47889.618968099996,265.07462799999996
1260,Tin,Tin,Cement,0.914,1746157515415,26.266410981992387,90.98227053880692,8,8,1260,Ag Mandia,280_6,commercial,8,8,64,R5B Tin House,650.0,41600.0,8,0.3423,45.8235,0.914,0.081652726,0.5262595491,0.00291294,3396.7534016,21892.397242559997,121.17830400000001
1255,Tin,Tin,Cement,0.61,21,26.268644,90.9926294,12,8,1255,Ag Mandia,280_6,commercial,12,8,96,R5B Tin House,650.0,62400.0,8,0.3423,45.9155,0.61,0.04995716,0.5262595491,0.00291662,3117.326784,32838.59586384,181.997088
1258,Tin,Tin,Cement,0.457,2083,26.2673082,90.9927297,20,15,1258,Ag Mandia,280_6,commercial,20,15,300,R5B Tin House,650.0,195000.0,8,0.3423,45.9231,0.457,0.041288498,0.5262595491,0.002916924,8051.25711,102620.6120745,568.80018
1257,Tin,Tin,Cement,0.457,1858,26.2673436,90.9927527,18,14,1257,Ag Mandia,280_6,commercial,18,14,252,R5B Tin House,650.0,163800.0,8,0.3423,45.9234,0.457,0.041288498,0.5262595491,0.0029169359999999997,6763.0559724,86201.31414257998,477.7941168
1270,Grass/Leaves/Plastic & Cow Dung/Mud,Tin,Mud,0.61,639,26.2735261,90.9810539,9,8,1270,Ag Mandia,280_6,commercial,9,8,72,R1 (Mud House),650.0,46800.0,1,0.3419,45.7365,0.61,0.19186681,0.7283737003999999,0.002182095,8979.366708,34087.88917872,102.12204600000001
