id,wall_type,roof_type,floor_type,flood_depth_m,point_id,latitude,longitude,average_room_length_ft,average_room_width_ft,reference_id,village_name,village_code,asset_type,building_length_ft,building_width_ft,building_area_sqft,mapped_house_type,unit_rate_inr,replacement_cost_inr,house_type_id,eq_hazard,wind_hazard,flood_hazard,flood_hazard_mdr,eq_hazard_mdr,wind_hazard_mdr,flood_loss,eq_loss,wind_loss
1295,Tin,Tin,Mud,1.067,1417,26.2914633,91.0017495,12,14,1295,Bhatkuchi,280_13,commercial,12,14,168,R5A Tin House,650.0,109200.0,7,0.3412,45.0787,1.067,0.14,0.5224,0.0,15288.000000000002,57046.079999999994,0.0
1300,Tin,Tin,Mud,0.914,4000,26.2947791,91.0084722,35,18,1300,Bhatkuchi,280_13,commercial,35,18,630,R5A Tin House,650.0,409500.0,7,0.3411,45.0869,0.914,0.094,0.5222,0.0,38493.0,213840.9,0.0
1325,Tin,Tin,Mud,1.219,4207,26.2914459,91.0039946,10,15,1325,Bhatkuchi,280_13,commercial,10,15,150,R5A Tin House,650.0,97500.0,7,0.3412,45.1,1.219,0.19,0.5224,0.0,18525.0,50934.0,0.0
1324,Tin,Tin,Mud,0.457,1746268964452,26.29075507436137,91.00410036742689,27,20,1324,Bhatkuchi,280_13,commercial,27,20,540,R5A Tin House,650.0,351000.0,7,0.3412,45.1124,0.457,0.02,0.5224,0.0,7020.0,183362.4,0.0
1357,Tin,Tin,Wood/Bamboo,0.762,1996,26.2875097,90.9939778,10,8,1357,Bhatkuchi,280_13,commercial,10,8,80,R5A Tin House,650.0,52000.0,7,0.3412,45.2006,0.762,0.06,0.5224,0.0,3120.0,27164.8,0.0
1356,Tin,Tin,Wood/Bamboo,0.762,1995,26.2874657,90.9938679,10,8,1356,Bhatkuchi,280_13,commercial,10,8,80,R5A Tin House,650.0,52000.0,7,0.3412,45.2034,0.762,0.06,0.5224,0.0,3120.0,27164.8,0.0
1358,Tin,Tin,Wood/Bamboo,0.305,2036,26.2872668,90.9924222,12,8,1358,Bhatkuchi,280_13,commercial,12,8,96,R5A Tin House,650.0,62400.0,7,0.3412,45.2266,0.305,0.005,0.5224,0.0,312.0,32597.76,0.0
1276,Tin,Tin,Mud,0.457,1745732600769,26.28496528657091,90.991124975215,13,8,1276,Bhatkuchi,280_13,commercial,13,8,104,R5A Tin House,650.0,67600.0,7,0.3413,45.3377,0.457,0.02,0.5226,0.0,1352.0,35327.759999999995,0.0
1281,Tin,Tin,Mud,0.457,1745738489040,26.28496528657091,90.991124975215,20,16,1281,Bhatkuchi,280_13,commercial,20,16,320,R5A Tin House,650.0,208000.0,7,0.3413,45.3377,0.457,0.02,0.5226,0.0,4160.0,108700.79999999999,0.0
1278,Tin,Tin,Wood/Bamboo,1.067,525,26.2827475,90.9825113,10,8,1278,Bhatkuchi,280_13,commercial,10,8,80,R5A Tin House,650.0,52000.0,7,0.3414,45.4443,1.067,0.14,0.5227999999999999,0.0,7280.000000000001,27185.599999999995,0.0
1280,Tin,Tin,Mud,0.914,561,26.2824491,90.9837617,10,7,1280,Bhatkuchi,280_13,commercial,10,7,70,R5A Tin House,650.0,45500.0,7,0.3414,45.4517,0.914,0.094,0.5227999999999999,0.0,4277.0,23787.399999999998,0.0
1279,Tin,Tin,Wood/Bamboo,0.914,1745743811234,26.281746509656102,90.99760204553604,15,10,1279,Bhatkuchi,280_13,commercial,15,10,150,R5A Tin House,650.0,97500.0,7,0.3416,45.4534,0.914,0.094,0.5232,0.0,9165.0,51012.0,0.0
1285,Tin,Tin,Wood/Bamboo,2.134,334,26.2802735,90.9796572,11,14,1285,Bhatkuchi,280_13,commercial,11,14,154,R5A Tin House,650.0,100100.0,7,0.3416,45.5322,2.134,0.7039999999999998,0.5232,0.0,70470.39999999998,52372.32,0.0
1309,Tin,Tin,Mud,0.914,291,26.2780392,90.9780585,20,12,1309,Bhatkuchi,280_13,commercial,20,12,240,R5A Tin House,650.0,156000.0,7,0.3417,45.631,0.914,0.094,0.5234,0.0,14664.0,81650.4,0.0
1332,Tin,Tin,Mud,1.219,4430,26.2701736,90.964193,30,18,1332,Bhatkuchi,280_13,commercial,30,18,540,R5A Tin House,650.0,351000.0,7,0.3423,45.8957,1.219,0.19,0.5246,0.0,66690.0,184134.59999999998,0.0
1345,Tin,Tin,Mud,0.61,1746336656084,26.270734958106196,90.96492134034634,14,15,1345,Bhatkuchi,280_13,commercial,14,15,210,R5A Tin House,650.0,136500.0,7,0.3423,45.9034,0.61,0.04,0.5246,0.0,5460.0,71607.9,0.0
1351,Tin,Tin,Wood/Bamboo,0.61,41,26.2715228,90.9659716,8,8,1351,Bhatkuchi,280_13,commercial,8,8,64,R5A Tin House,650.0,41600.0,7,0.3422,45.9121,0.61,0.04,0.5244,0.0,1664.0,21815.04,0.0
1273,Tin,Tin,Wood/Bamboo,0.914,3060,26.2687834,90.9651462,7,3,1273,Bhatkuchi,280_13,commercial,7,3,21,R5A Tin House,650.0,13650.0,7,0.3423,45.9259,0.914,0.094,0.5246,0.0,1283.1,7160.789999999999,0.0
1272,Tin,Tin,Mud,0.61,1745488352060,26.2685967416815,90.96549063920976,15,12,1272,Bhatkuchi,280_13,commercial,15,12,180,R5A Tin House,650.0,117000.0,7,0.3423,45.9339,0.61,0.04,0.5246,0.0,4680.0,61378.2,0.0
1274,Tin,Tin,Mud,3.048,2866,26.2677159,90.9685924,15,10,1274,Bhatkuchi,280_13,commercial,15,10,150,R5A Tin House,650.0,97500.0,7,0.3423,45.9855,3.048,1.0,0.5246,0.0,97500.0,51148.49999999999,0.0
1308,Brick With Cement,Tin,Cement,0.914,3522,26.2963647,91.001696,15,30,1308,Bhatkuchi,280_13,commercial,15,30,450,R6A Semi Pucca (Cement Floor),1041.0,468450.0,11,0.3409,45.0311,0.914,0.07400000000000001,0.49089999999999995,0.0,34665.3,229962.10499999998,0.0
1294,Brick With Cement,Tin,Cement,1.067,1745918321489,26.295107600514665,91.00335706025362,12,18,1294,Bhatkuchi,280_13,commercial,12,18,216,R6A Semi Pucca (Cement Floor),1041.0,224856.0,11,0.341,45.0553,1.067,0.10699999999999989,0.491,0.0,24059.591999999975,110404.296,0.0
1322,Brick With Cement,Tin,Cement,0.457,1746268493359,26.291336723189957,91.00405007600784,36,18,1322,Bhatkuchi,280_13,commercial,36,18,648,R6A Semi Pucca (Cement Floor),1041.0,674568.0,11,0.3412,45.1022,0.457,0.01,0.49119999999999997,0.0,6745.68,331347.8016,0.0
1315,Brick With Cement,Tin,Cement,0.457,4049,26.291031,91.0041068,18,30,1315,Bhatkuchi,280_13,commercial,18,30,540,R6A Semi Pucca (Cement Floor),1041.0,562140.0,11,0.3412,45.1076,0.457,0.01,0.49119999999999997,0.0,5621.400000000001,276123.168,0.0
1314,Brick With Cement,Tin,Cement,0.457,4050,26.2909161,91.0041171,14,24,1314,Bhatkuchi,280_13,commercial,14,24,336,R6A Semi Pucca (Cement Floor),1041.0,349776.0,11,0.3412,45.1097,0.457,0.01,0.49119999999999997,0.0,3497.76,171809.9712,0.0
1326,Brick With Cement,Tin,Cement,0.457,1746268607290,26.290889139414677,91.00409466773272,12,14,1326,Bhatkuchi,280_13,commercial,12,14,168,R6A Semi Pucca (Cement Floor),1041.0,174888.0,11,0.3412,45.1099,0.457,0.01,0.49119999999999997,0.0,1748.88,85904.9856,0.0
1275,Brick With Cement,Tin,Cement,0.457,1745658702462,26.28496528657091,90.991124975215,14,12,1275,Bhatkuchi,280_13,commercial,14,12,168,R6A Semi Pucca (Cement Floor),1041.0,174888.0,11,0.3413,45.3377,0.457,0.01,0.49129999999999996,0.0,1748.88,85922.47439999999,0.0
1320,Brick With Cement,Tin,Cement,0.61,917,26.2808444,91.0007231,12,10,1320,Bhatkuchi,280_13,commercial,12,10,120,R6A Semi Pucca (Cement Floor),1041.0,124920.0,11,0.3417,45.4803,0.61,0.02,0.49169999999999997,0.0,2498.4,61423.164,0.0
1353,Brick With Cement,Tin,Cement,0.457,251,26.2759924,90.9765703,14,15,1353,Bhatkuchi,280_13,commercial,14,15,210,R6A Semi Pucca (Cement Floor),1041.0,218610.0,11,0.3418,45.7392,0.457,0.01,0.49179999999999996,0.0,2186.1,107512.39799999999,0.0
1352,Brick With Cement,Tin,Cement,0.457,252,26.2759866,90.9764548,15,12,1352,Bhatkuchi,280_13,commercial,15,12,180,R6A Semi Pucca (Cement Floor),1041.0,187380.0,11,0.3418,45.7412,0.457,0.01,0.49179999999999996,0.0,1873.8,92153.484,0.0
1350,Brick With Cement,Tin,Cement,0.61,35,26.2712126,90.9655729,50,30,1350,Bhatkuchi,280_13,commercial,50,30,1500,R6A Semi Pucca (Cement Floor),1041.0,1561500.0,11,0.3422,45.9097,0.61,0.02,0.49219999999999997,0.0,31230.0,768570.2999999999,0.0
1301,Tin,Tin,Cement,0.457,3557,26.2956968,91.0014264,15,20,1301,Bhatkuchi,280_13,commercial,15,20,300,R5B Tin House,650.0,195000.0,8,0.3409,45.0277,0.457,0.04,0.5217999999999999,0.0,7800.0,101750.99999999999,0.0
1296,Tin,Tin,Cement,0.457,3576,26.2948126,91.0012655,12,10,1296,Bhatkuchi,280_13,commercial,12,10,120,R5B Tin House,650.0,78000.0,8,0.341,45.028,0.457,0.04,0.522,0.0,3120.0,40716.0,0.0
1303,Tin,Tin,Cement,0.61,3751,26.3018765,90.9991303,18,15,1303,Bhatkuchi,280_13,commercial,18,15,270,R5B Tin House,650.0,175500.0,8,0.3407,45.0322,0.61,0.05,0.5214,0.0,8775.0,91505.7,0.0
1307,Tin,Tin,Cement,0.914,3695,26.2961018,91.0018058,12,20,1307,Bhatkuchi,280_13,commercial,12,20,240,R5B Tin House,650.0,156000.0,8,0.3409,45.0325,0.914,0.08,0.5217999999999999,0.0,12480.0,81400.79999999999,0.0
1330,Tin,Tin,Cement,0.61,4457,26.2990041,91.0033597,18,10,1330,Bhatkuchi,280_13,commercial,18,10,180,R5B Tin House,650.0,117000.0,8,0.3408,45.0472,0.61,0.05,0.5216,0.0,5850.0,61027.2,0.0
1328,Tin,Tin,Cement,0.457,1746264616953,26.296101324254977,90.99162977188826,12,8,1328,Bhatkuchi,280_13,commercial,12,8,96,R5B Tin House,650.0,62400.0,8,0.3409,45.0613,0.457,0.04,0.5217999999999999,0.0,2496.0,32560.319999999996,0.0
1323,Tin,Tin,Cement,0.457,3896,26.2991777,91.0063556,13,10,1323,Bhatkuchi,280_13,commercial,13,10,130,R5B Tin House,650.0,84500.0,8,0.3408,45.0659,0.457,0.04,0.5216,0.0,3380.0,44075.2,0.0
1288,Tin,Tin,Cement,0.914,3729,26.2920081,91.0019569,12,5,1288,Bhatkuchi,280_13,commercial,12,5,60,R5B Tin House,650.0,39000.0,8,0.3411,45.066,0.914,0.08,0.5222,0.0,3120.0,20365.8,0.0
1327,Tin,Tin,Cement,0.305,1746265302432,26.29570545892163,90.99095486104488,12,11,1327,Bhatkuchi,280_13,commercial,12,11,132,R5B Tin House,650.0,85800.0,8,0.3409,45.0769,0.305,0.04,0.5217999999999999,0.0,3432.0,44770.439999999995,0.0
1283,Tin,Tin,Cement,1.067,1419,26.2915094,91.0018148,14,12,1283,Bhatkuchi,280_13,commercial,14,12,168,R5B Tin House,650.0,109200.0,8,0.3412,45.0781,1.067,0.11,0.5224,0.0,12012.0,57046.079999999994,0.0
1310,Tin,Tin,Cement,0.914,1746174956348,26.291496638532312,91.00413959473372,12,14,1310,Bhatkuchi,280_13,commercial,12,14,168,R5B Tin House,650.0,109200.0,8,0.3412,45.1008,0.914,0.08,0.5224,0.0,8736.0,57046.079999999994,0.0
1312,Tin,Tin,Cement,0.457,1746174270770,26.29142870459801,91.00411981344224,13,14,1312,Bhatkuchi,280_13,commercial,13,14,182,R5B Tin House,650.0,118300.0,8,0.3412,45.1016,0.457,0.04,0.5224,0.0,4732.0,61799.92,0.0
1311,Tin,Tin,Cement,0.61,1746174662687,26.29143982652803,91.00418284535408,12,14,1311,Bhatkuchi,280_13,commercial,12,14,168,R5B Tin House,650.0,109200.0,8,0.3412,45.1021,0.61,0.05,0.5224,0.0,5460.0,57046.079999999994,0.0
1297,Tin,Tin,Cement,0.457,1497,26.290285,91.0013209,17,14,1297,Bhatkuchi,280_13,commercial,17,14,238,R5B Tin House,650.0,154700.0,8,0.3412,45.1023,0.457,0.04,0.5224,0.0,6188.0,80815.28,0.0
1313,Tin,Tin,Cement,0.457,4048,26.291311,91.0041422,12,14,1313,Bhatkuchi,280_13,commercial,12,14,168,R5B Tin House,650.0,109200.0,8,0.3412,45.1036,0.457,0.04,0.5224,0.0,4368.0,57046.079999999994,0.0
1316,Tin,Tin,Cement,0.457,4115,26.2908563,91.0041975,15,12,1316,Bhatkuchi,280_13,commercial,15,12,180,R5B Tin House,650.0,117000.0,8,0.3412,45.1116,0.457,0.04,0.5224,0.0,4680.0,61120.799999999996,0.0
1317,Tin,Tin,Cement,0.762,4116,26.2906745,91.0045324,14,11,1317,Bhatkuchi,280_13,commercial,14,11,154,R5B Tin House,650.0,100100.0,8,0.3412,45.1181,0.762,0.06,0.5224,0.0,6006.0,52292.24,0.0
1299,Tin,Tin,Cement,0.61,1745997439730,26.286135747252395,91.00248031318188,12,10,1299,Bhatkuchi,280_13,commercial,12,10,120,R5B Tin House,650.0,78000.0,8,0.3415,45.2368,0.61,0.05,0.523,0.0,3900.0,40794.0,0.0
1277,Tin,Tin,Cement,0.457,1745742231146,26.28496528657091,90.991124975215,20,14,1277,Bhatkuchi,280_13,commercial,20,14,280,R5B Tin House,650.0,182000.0,8,0.3413,45.3377,0.457,0.04,0.5226,0.0,7280.0,95113.2,0.0
1305,Tin,Tin,Cement,0.61,1086,26.2814629,91.0031734,8,8,1305,Bhatkuchi,280_13,commercial,8,8,64,R5B Tin House,650.0,41600.0,8,0.3417,45.4079,0.61,0.05,0.5234,0.0,2080.0,21773.44,0.0
1321,Tin,Tin,Cement,1.219,1082,26.2812612,91.0029696,9,12,1321,Bhatkuchi,280_13,commercial,9,12,108,R5B Tin House,650.0,70200.0,8,0.3417,45.4182,1.219,0.15,0.5234,0.0,10530.0,36742.68,0.0
1292,Tin,Tin,Cement,1.219,523,26.2824706,90.9821991,20,18,1292,Bhatkuchi,280_13,commercial,20,18,360,R5B Tin House,650.0,234000.0,8,0.3414,45.4532,1.219,0.15,0.5227999999999999,0.0,35100.0,122335.19999999998,0.0
1318,Tin,Tin,Cement,0.61,2067,26.2814738,90.9938633,9,14,1318,Bhatkuchi,280_13,commercial,9,14,126,R5B Tin House,650.0,81900.0,8,0.3415,45.4752,0.61,0.05,0.523,0.0,4095.0,42833.700000000004,0.0
1282,Tin,Tin,Cement,0.61,337,26.2806367,90.9800364,10,6,1282,Bhatkuchi,280_13,commercial,10,6,60,R5B Tin House,650.0,39000.0,8,0.3416,45.518,0.61,0.05,0.5232,0.0,1950.0,20404.8,0.0
1338,Tin,Tin,Cement,0.61,1746335533304,26.27027526895031,90.96435002982616,12,18,1338,Bhatkuchi,280_13,commercial,12,18,216,R5B Tin House,650.0,140400.0,8,0.3423,45.8978,0.61,0.05,0.5246,0.0,7020.0,73653.84,0.0
1335,Tin,Tin,Cement,0.61,1746335061354,26.27047309485336,90.9645250439644,14,8,1335,Bhatkuchi,280_13,commercial,14,8,112,R5B Tin House,650.0,72800.0,8,0.3423,45.8991,0.61,0.05,0.5246,0.0,3640.0,38190.88,0.0
1336,Tin,Tin,Cement,0.61,1746335375657,26.27058463484155,90.9646450728178,15,8,1336,Bhatkuchi,280_13,commercial,15,8,120,R5B Tin House,650.0,78000.0,8,0.3423,45.8999,0.61,0.05,0.5246,0.0,3900.0,40918.799999999996,0.0
1339,Tin,Tin,Cement,0.61,1746335172322,26.270459565736992,90.96456058323383,10,12,1339,Bhatkuchi,280_13,commercial,10,12,120,R5B Tin House,650.0,78000.0,8,0.3423,45.9,0.61,0.05,0.5246,0.0,3900.0,40918.799999999996,0.0
1347,Tin,Tin,Cement,0.61,1746337078985,26.270630032487983,90.9647000581026,8,12,1347,Bhatkuchi,280_13,commercial,8,12,96,R5B Tin House,650.0,62400.0,8,0.3423,45.9004,0.61,0.05,0.5246,0.0,3120.0,32735.039999999997,0.0
1343,Tin,Tin,Cement,0.61,4431,26.2703874,90.9645311,15,18,1343,Bhatkuchi,280_13,commercial,15,18,270,R5B Tin House,650.0,175500.0,8,0.3423,45.9004,0.61,0.05,0.5246,0.0,8775.0,92067.29999999999,0.0
1346,Tin,Tin,Cement,0.61,1746336946149,26.270704592822423,90.9647885710001,30,12,1346,Bhatkuchi,280_13,commercial,30,12,360,R5B Tin House,650.0,234000.0,8,0.3423,45.9011,0.61,0.05,0.5246,0.0,11700.0,122756.4,0.0
1348,Tin,Tin,Cement,0.61,1746336630722,26.27075900981048,90.96488110721111,15,9,1348,Bhatkuchi,280_13,commercial,15,9,135,R5B Tin House,650.0,87750.0,8,0.3423,45.9022,0.61,0.05,0.5246,0.0,4387.5,46033.649999999994,0.0
1337,Tin,Tin,Cement,0.61,4433,26.2702801,90.9645996,12,8,1337,Bhatkuchi,280_13,commercial,12,8,96,R5B Tin House,650.0,62400.0,8,0.3423,45.9028,0.61,0.05,0.5246,0.0,3120.0,32735.039999999997,0.0
1342,Tin,Tin,Cement,0.61,4435,26.2703206,90.9646292,15,8,1342,Bhatkuchi,280_13,commercial,15,8,120,R5B Tin House,650.0,78000.0,8,0.3423,45.903,0.61,0.05,0.5246,0.0,3900.0,40918.799999999996,0.0
1333,Tin,Tin,Cement,0.61,16,26.2703206,90.9646292,30,15,1333,Bhatkuchi,280_13,commercial,30,15,450,R5B Tin House,650.0,292500.0,8,0.3423,45.903,0.61,0.05,0.5246,0.0,14625.0,153445.5,0.0
1334,Tin,Tin,Cement,0.61,17,26.2707044,90.9649063,18,8,1334,Bhatkuchi,280_13,commercial,18,8,144,R5B Tin House,650.0,93600.0,8,0.3423,45.9035,0.61,0.05,0.5246,0.0,4680.0,49102.56,0.0
1349,Tin,Tin,Cement,0.61,1746336152724,26.27074908848306,90.9649471566081,12,20,1349,Bhatkuchi,280_13,commercial,12,20,240,R5B Tin House,650.0,156000.0,8,0.3423,45.9037,0.61,0.05,0.5246,0.0,7800.0,81837.59999999999,0.0
1341,Tin,Tin,Cement,0.61,11,26.2706096,90.96485,14,9,1341,Bhatkuchi,280_13,commercial,14,9,126,R5B Tin House,650.0,81900.0,8,0.3423,45.9037,0.61,0.05,0.5246,0.0,4095.0,42964.74,0.0
1340,Tin,Tin,Cement,0.61,18,26.2706344,90.9650164,16,14,1340,Bhatkuchi,280_13,commercial,16,14,224,R5B Tin House,650.0,145600.0,8,0.3423,45.9067,0.61,0.05,0.5246,0.0,7280.0,76381.76,0.0
1344,Tin,Tin,Cement,0.61,19,26.2706344,90.9650164,15,12,1344,Bhatkuchi,280_13,commercial,15,12,180,R5B Tin House,650.0,117000.0,8,0.3423,45.9067,0.61,0.05,0.5246,0.0,5850.0,61378.2,0.0
1355,Tin,Tin,Cement,0.61,47,26.2712545,90.9657788,13,58,1355,Bhatkuchi,280_13,commercial,13,58,754,R5B Tin House,650.0,490100.0,8,0.3422,45.9132,0.61,0.05,0.5244,0.0,24505.0,257008.44,0.0
1354,Tin,Tin,Cement,0.61,40,26.2713554,90.9659702,30,24,1354,Bhatkuchi,280_13,commercial,30,24,720,R5B Tin House,650.0,468000.0,8,0.3422,45.9153,0.61,0.05,0.5244,0.0,23400.0,245419.19999999998,0.0
1286,Brick Without Cement,Tin,Cement,0.914,1430,26.2917811,91.0017543,14,12,1286,Bhatkuchi,280_13,commercial,14,12,168,R3C(No Stilt),1041.0,174888.0,12,0.3411,45.0705,0.914,,,,,,
1302,Brick Without Cement,Tin,Cement,0.61,3378,26.3016835,90.9989855,11,22,1302,Bhatkuchi,280_13,commercial,11,22,242,R3C(No Stilt),1041.0,251922.0,12,0.3407,45.0318,0.61,,,,,,
1298,Grass/Leaves/Plastic & Cow Dung/Mud,Tin,Mud,0.914,1746000864635,26.289859599997182,91.00113518536092,15,15,1298,Bhatkuchi,280_13,commercial,15,15,225,R1 (Mud House),650.0,146250.0,1,0.3412,45.1116,0.914,0.29,0.7312,0.0,42412.5,106938.0,0.0
1331,Brick With Cement,Concrete,Cement,0.61,3440,26.2989156,91.0032069,18,12,1331,Bhatkuchi,280_13,commercial,18,12,216,R7 (Pucca House),2186.0,472176.0,10,0.3408,45.0459,0.61,0.0,0.45159999999999995,0.0,0.0,213234.68159999998,0.0
