id,wall_type,roof_type,floor_type,building_area_sqft,flood_class,flood_depth_m,point_id,latitude,longitude,reference_id,village_name,village_code,asset_type,building_length_ft,building_width_ft,mapped_house_type,unit_rate_inr,replacement_cost_inr,house_type_id,eq_hazard,wind_hazard,flood_hazard,flood_hazard_mdr,eq_hazard_mdr,wind_hazard_mdr,flood_loss,eq_loss,wind_loss
40692,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3668,26.2928345,90.9997576,40692,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.0289,0.61,0.02374034,0.4905177599,0.00010804334999999999,14828.216364,306377.39283354,67.48387641
40696,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3664,26.293029,91.0000576,40696,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.029,0.914,0.073965874,0.4905177599,0.0001080435,46199.0849004,306377.39283354,67.48397010000001
39634,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3420,26.2988386,91.0014991,39634,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0305,0.914,0.073965874,0.49006058719999995,0.00010804575,46199.0849004,306091.84276512,67.48537544999999
40695,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3665,26.2929618,91.0001834,40695,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.0308,0.61,0.02374034,0.4905177599,0.00010804619999999999,14828.216364,306377.39283354,67.48565651999999
40693,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3673,26.2928264,90.9999957,40693,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.0312,0.61,0.02374034,0.4905177599,0.00010804679999999999,14828.216364,306377.39283354,67.48603127999999
40683,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3646,26.2935154,91.0007787,40683,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.341,45.0315,0.61,0.02374034,0.490365369,0.00010804725,14828.216364,306282.2094774,67.48631234999999
41002,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3520,26.2965819,91.0017432,41002,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3409,45.0315,0.914,0.073965874,0.4902129780999999,0.00010804725,46199.0849004,306187.02612125996,67.48631234999999
39640,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3774,26.299727,91.0016266,39640,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0317,1.219,0.13807219500000004,0.4899081963,0.00010804755,86239.89299700002,305996.65940898,67.48649973
40141,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3492,26.2978433,91.0019894,40141,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0325,1.219,0.13807219500000004,0.49006058719999995,0.00010804874999999999,86239.89299700002,306091.84276512,67.48724924999999
39922,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3769,26.2998536,91.0020595,39922,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0348,0.914,0.073965874,0.4899081963,0.00010805219999999999,46199.0849004,305996.65940898,67.48940411999999
40850,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3310,26.3002628,90.994924,40850,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0378,0.914,0.073965874,0.4899081963,0.00010805669999999999,46199.0849004,305996.65940898,67.49221482
41224,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3465,26.2984546,91.0024988,41224,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0388,0.762,0.045876862000000004,0.49006058719999995,0.0001080582,28654.6880052,306091.84276512,67.49315172
41229,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3465,26.2984546,91.0024988,41229,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0388,0.762,0.045876862000000004,0.49006058719999995,0.0001080582,28654.6880052,306091.84276512,67.49315172
39917,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,3780,26.2999024,91.0023725,39917,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0391,0.457,0.006698283,0.4899081963,0.00010805864999999999,4183.7475618,305996.65940898,67.49343279
39915,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,1745737284826,26.300129034409903,91.0024082288146,39915,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0392,1.219,0.13807219500000004,0.4899081963,0.0001080588,86239.89299700002,305996.65940898,67.49352648
41226,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3461,26.2985272,91.0025657,41226,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0396,0.914,0.073965874,0.49006058719999995,0.00010805939999999999,46199.0849004,306091.84276512,67.49390124
40331,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,1745917024513,26.29893456242621,91.0024893656373,40331,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0405,0.914,0.073965874,0.49006058719999995,0.00010806075,46199.0849004,306091.84276512,67.49474445
40179,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3786,26.2993137,91.0024229,40179,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0407,0.914,0.073965874,0.49006058719999995,0.00010806105,46199.0849004,306091.84276512,67.49493183
40330,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3429,26.2988902,91.0027402,40330,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0423,0.914,0.073965874,0.49006058719999995,0.00010806344999999999,46199.0849004,306091.84276512,67.49643087
40763,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,4361,26.3002758,91.0026823,40763,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0425,0.914,0.073965874,0.4899081963,0.00010806375,46199.0849004,305996.65940898,67.49661825
41228,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3431,26.2987534,91.0029122,41228,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0432,0.762,0.045876862000000004,0.49006058719999995,0.00010806479999999999,28654.6880052,306091.84276512,67.49727408
40764,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3808,26.3004088,91.0028274,40764,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0433,0.61,0.02374034,0.4899081963,0.00010806495,14828.216364,305996.65940898,67.49736777
40169,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,1745819070330,26.29912422399841,91.00281056016684,40169,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0435,1.219,0.13807219500000004,0.49006058719999995,0.00010806525,86239.89299700002,306091.84276512,67.49755515
40329,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,3793,26.2992539,91.0027735,40329,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0436,0.457,0.006698283,0.49006058719999995,0.00010806539999999999,4183.7475618,306091.84276512,67.49764884
40562,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3437,26.2987544,91.0030605,40562,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0443,1.219,0.13807219500000004,0.49006058719999995,0.00010806645,86239.89299700002,306091.84276512,67.49830467
40328,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3795,26.2991533,91.0029534,40328,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0447,0.61,0.02374034,0.49006058719999995,0.00010806705,14828.216364,306091.84276512,67.49867943
40560,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3439,26.29884,91.0030909,40560,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0448,1.219,0.13807219500000004,0.49006058719999995,0.0001080672,86239.89299700002,306091.84276512,67.49877312
40168,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3796,26.2993532,91.0029071,40168,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.045,0.914,0.073965874,0.49006058719999995,0.0001080675,46199.0849004,306091.84276512,67.4989605
40323,Brick Without Cement,Tin,Mud,600.0,>1.0 m,1.219,1745922386655,26.29908695296911,91.00305195897818,40323,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0452,1.219,0.13807219500000004,0.49006058719999995,0.0001080678,86239.89299700002,306091.84276512,67.49914788
40327,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,4353,26.2991903,91.0030064,40327,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0452,0.457,0.006698283,0.49006058719999995,0.0001080678,4183.7475618,306091.84276512,67.49914788
40325,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3799,26.2992485,91.003132,40325,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0462,0.61,0.02374034,0.49006058719999995,0.00010806929999999999,14828.216364,306091.84276512,67.50008478
40762,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,1746092715050,26.300180431896493,91.00291818380356,40762,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3407,45.0467,0.61,0.02374034,0.4899081963,0.00010807005,14828.216364,305996.65940898,67.50055323000001
41236,Brick Without Cement,Tin,Mud,600.0,>1.0 m,1.219,4324,26.2984046,91.0035289,41236,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0471,1.219,0.13807219500000004,0.49006058719999995,0.00010807064999999999,86239.89299700002,306091.84276512,67.50092799
41234,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,4400,26.298431,91.0036442,41234,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0481,0.914,0.073965874,0.49006058719999995,0.00010807214999999999,46199.0849004,306091.84276512,67.50186489
41235,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3923,26.2985641,91.0036185,41235,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0482,0.914,0.073965874,0.49006058719999995,0.0001080723,46199.0849004,306091.84276512,67.50195858
41239,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3901,26.2988871,91.0036181,41239,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0489,0.61,0.02374034,0.49006058719999995,0.00010807335,14828.216364,306091.84276512,67.50261441
40246,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,4091,26.2963987,91.0036648,40246,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3409,45.049,0.457,0.006698283,0.4902129780999999,0.0001080735,4183.7475618,306187.02612125996,67.5027081
40544,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3817,26.29924,91.0035915,40544,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0495,0.914,0.073965874,0.49006058719999995,0.00010807425,46199.0849004,306091.84276512,67.50317655
40760,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3906,26.2988877,91.0037909,40760,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0502,1.219,0.13807219500000004,0.49006058719999995,0.00010807529999999999,86239.89299700002,306091.84276512,67.50383237999999
40759,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,3905,26.2989504,91.0038297,40759,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0506,0.457,0.006698283,0.49006058719999995,0.0001080759,4183.7475618,306091.84276512,67.50420714
40758,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3910,26.2988624,91.0040047,40758,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0517,0.61,0.02374034,0.49006058719999995,0.00010807754999999999,14828.216364,306091.84276512,67.50523772999999
41010,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3920,26.2986929,91.0041209,41010,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0522,0.914,0.073965874,0.49006058719999995,0.0001080783,46199.0849004,306091.84276512,67.50570618
41009,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3929,26.2987295,91.0041529,41009,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0525,0.914,0.073965874,0.49006058719999995,0.00010807875,46199.0849004,306091.84276512,67.50598725
41008,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3928,26.298611,91.004187,41008,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0526,1.219,0.13807219500000004,0.49006058719999995,0.0001080789,86239.89299700002,306091.84276512,67.50608094
41014,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3917,26.2988803,91.0041679,41014,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0529,1.219,0.13807219500000004,0.49006058719999995,0.00010807935,86239.89299700002,306091.84276512,67.50636201
40249,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,4084,26.295529,91.0033427,40249,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.341,45.0534,1.219,0.13807219500000004,0.490365369,0.0001080801,86239.89299700002,306282.2094774,67.50683046
41012,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.067,1746179659923,26.29890991541621,91.0042666643858,41012,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0536,1.067,0.10460869799999997,0.49006058719999995,0.0001080804,65338.59277079998,306091.84276512,67.50701784
41020,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3828,26.2992846,91.0042053,41020,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0537,0.914,0.073965874,0.49006058719999995,0.00010808054999999999,46199.0849004,306091.84276512,67.50711152999999
40109,Brick Without Cement,Tin,Mud,600.0,0.5 - 1.0 m,0.914,1475,26.2914067,90.999314,40109,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.0544,0.914,0.073965874,0.4905177599,0.0001080816,46199.0849004,306377.39283354,67.50776736
41003,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3932,26.2989894,91.0044913,41003,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0552,0.762,0.045876862000000004,0.49006058719999995,0.0001080828,28654.6880052,306091.84276512,67.50851688
41245,Brick Without Cement,Tin,Mud,600.0,>1.0 m,1.067,1746255129217,26.298856413352137,91.00468005985022,41245,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0564,1.067,0.10460869799999997,0.49006058719999995,0.00010808459999999999,65338.59277079998,306091.84276512,67.50964116
41028,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,3831,26.2991759,91.0046568,41028,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0565,0.61,0.02374034,0.49006058719999995,0.00010808475,14828.216364,306091.84276512,67.50973485
41027,Brick Without Cement,Tin,Mud,600.0,0.5 - 1.0 m,0.762,3833,26.2992325,91.0048382,41027,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0577,0.762,0.045876862000000004,0.49006058719999995,0.00010808654999999999,28654.6880052,306091.84276512,67.51085913
40280,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.372,4164,26.2952953,91.0036014,40280,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.341,45.0578,1.372,0.175196128,0.490365369,0.0001080867,109427.5015488,306282.2094774,67.51095282
41244,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3945,26.2988854,91.004914,41244,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.058,0.914,0.073965874,0.49006058719999995,0.000108087,46199.0849004,306091.84276512,67.5111402
40371,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3963,26.2964698,91.0048319,40371,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3409,45.0583,0.762,0.045876862000000004,0.4902129780999999,0.00010808745,28654.6880052,306187.02612125996,67.51142127
41095,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,1746252233438,26.299218002664343,91.00494291633368,41095,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0583,0.457,0.006698283,0.49006058719999995,0.00010808745,4183.7475618,306091.84276512,67.51142127
41096,Brick With Cement,Tin,Cement,600.0,0.3 - 0.5 m,0.457,3834,26.2992874,91.004941,41096,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0584,0.457,0.006698283,0.49006058719999995,0.0001080876,4183.7475618,306091.84276512,67.51151496
40108,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.61,1468,26.2914497,90.999851,40108,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3411,45.0588,0.61,0.02374034,0.4905177599,0.0001080882,14828.216364,306377.39283354,67.51188972
41158,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,3948,26.2990388,91.0052403,41158,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.06,0.914,0.073965874,0.49006058719999995,0.00010809,46199.0849004,306091.84276512,67.513014
41147,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.762,3941,26.2990479,91.0053443,41147,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0606,0.762,0.045876862000000004,0.49006058719999995,0.0001080909,28654.6880052,306091.84276512,67.51357614
41094,Brick Without Cement,Tin,Mud,600.0,0.5 - 1.0 m,0.762,4340,26.2993034,91.0053149,41094,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0606,0.762,0.045876862000000004,0.49006058719999995,0.0001080909,28654.6880052,306091.84276512,67.51357614
41145,Brick With Cement,Tin,Cement,600.0,0.5 - 1.0 m,0.914,4316,26.2991081,91.0053432,41145,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0606,0.914,0.073965874,0.49006058719999995,0.0001080909,46199.0849004,306091.84276512,67.51357614
41241,Brick With Cement,Tin,Cement,600.0,>1.0 m,1.219,3941,26.2990479,91.0053443,41241,Bhatkuchi,280_13,household,,,R6A Semi Pucca (Cement Floor),1041.0,624600.0,11.0,0.3408,45.0606,1.219,0.13807219500000004,0.49006058719999995,0.0001080909,86239.89299700002,306091.84276512,67.51357614
